"FuMOD" "Fu"
"Gene08434" "Ribosomal arrest protein RaiA / Cold shock protein of CSP family"
"Gene08435" "Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)"
"Gene08436" "Ribosomal protein L11 methyltransferase"
"Gene08437" "Ribosomal protein L11 methyltransferase (EC 2.1.1.-)"
"Gene08438" "Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4)"
"Gene08439" "Ribosomal silencing factor RsfA"
"Gene08440" "Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)"
"Gene08441" "Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)"
"Gene08442" "Ribosomal-protein-S5p-alanine acetyltransferase"
"Gene08443" "Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)"
"Gene08444" "Ribosomal-protein-serine acetyltransferase (EC 2.3.1.-)"
"Gene08445" "Ribosome association toxin RatA"
"Gene08446" "Ribosome hibernation promoting factor Hpf"
"Gene08447" "Ribosome LSU-associated GTP-binding protein HflX"
"Gene08448" "Ribosome recycling factor"
"Gene08449" "Ribosome-associated ATPase RbbA"
"Gene08450" "Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)"
"Gene08451" "Ribosome-binding factor A"
"Gene08452" "Ribulokinase (EC 2.7.1.16)"
"Gene08453" "Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation"
"Gene08454" "Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)"
"Gene08455" "Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)"
"Gene08456" "Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases"
"Gene08457" "Ribulose-phosphate 3-epimerase (EC 5.1.3.1)"
"Gene08458" "RidA/YER057c/UK114 superfamily protein"
"Gene08459" "RidA/YER057c/UK114 superfamily, group 1"
"Gene08460" "RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein"
"Gene08461" "RidA/YER057c/UK114 superfamily, group 3"
"Gene08462" "RidA/YER057c/UK114 superfamily, group 4"
"Gene08463" "RidA/YER057c/UK114 superfamily, group 6"
"Gene08464" "RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein"
"Gene08465" "rifampin ADP-ribosyl transferase"
"Gene08466" "Ring hydroxylating dioxygenase, alpha subunit/Rieske (2Fe-2S) protein (EC 1.14.12.18)"
"Gene08467" "Ring-cleaving dioxygenase MhqE"
"Gene08468" "Riorf48 protein"
"Gene08469" "Riorf59 protein"
"Gene08470" "RlgA"
"Gene08471" "RloF"
"Gene08472" "RNA binding methyltransferase FtsJ like"
"Gene08473" "RNA binding S1 domain protein"
"Gene08474" "RNA helicase"
"Gene08475" "RNA methyltransferase, TrmA family"
"Gene08476" "RNA polymerase associated protein RapA"
"Gene08477" "RNA polymerase ECF-type sigma factor"
"Gene08478" "RNA polymerase sigma factor"
"Gene08479" "RNA polymerase sigma factor RpoD"
"Gene08480" "RNA polymerase sigma factor RpoE"
"Gene08481" "RNA polymerase sigma factor RpoH"
"Gene08482" "RNA polymerase sigma factor RpoH-related protein"
"Gene08483" "RNA polymerase sigma-54 factor RpoN"
"Gene08484" "RNA polymerase sigma-70 factor"
"Gene08485" "RNA polymerase sigma-70 factor, ECF subfamily"
"Gene08486" "RNA polymerase sigma-70 family protein"
"Gene08487" "RNA polymerase sigma-E factor"
"Gene08488" "RNA polymerase sigma-E factor (Sigma-24) protein"
"Gene08489" "RNA polymerase sigma-H factor AlgT"
"Gene08490" "RNA polymerase, sigma-24 subunit, ECF subfamily"
"Gene08491" "RNA pseudouridylate synthase"
"Gene08492" "RNA-2',3'-PO4:RNA-5'-OH ligase"
"Gene08493" "RNA-binding protein Hfq"
"Gene08494" "RNA-binding protein Hfq / domain of unknown function"
"Gene08495" "RNA:NAD 2'-phosphotransferase"
"Gene08496" "RND efflux system, inner membrane transporter"
"Gene08497" "RND efflux system, inner membrane transporter CmeB"
"Gene08498" "RND efflux system, inner membrane transporter KPN_02144"
"Gene08499" "RND efflux system, membrane fusion protein"
"Gene08500" "RND efflux system, membrane fusion protein CmeA"
"Gene08501" "RND efflux system, membrane fusion protein KPN_02145"
"Gene08502" "RND efflux system, outer membrane lipoprotein CmeC"
"Gene08503" "RND efflux system, outer membrane lipoprotein, NodT family"
"Gene08504" "RND multidrug efflux transporter; Acriflavin resistance protein"
"Gene08505" "RND-type multidrug efflux pump, membrane permease"
"Gene08506" "Rod shape-determining protein MreC"
"Gene08507" "Rod shape-determining protein RodA"
"Gene08508" "Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake"
"Gene08509" "RpfN protein"
"Gene08510" "Rrf2 family transcriptional regulator"
"Gene08511" "Rrf2 family transcriptional regulator, group III"
"Gene08512" "Rrf2-linked NADH-flavin reductase"
"Gene08513" "rRNA methylase"
"Gene08514" "rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB"
"Gene08515" "rRNA small subunit methyltransferase H"
"Gene08516" "RsbR, positive regulator of sigma-B"
"Gene08517" "RsbS, negative regulator of sigma-B"
"Gene08518" "RsbT co-antagonist protein RsbRA"
"Gene08519" "RTX toxin transporter, ATP-binding protein"
"Gene08520" "RTX toxin transporter, determinant D"
"Gene08521" "RTX toxin, putative"
"Gene08522" "RTX toxins and related Ca2+-binding proteins"
"Gene08523" "Rubisco activation protein CbbO"
"Gene08524" "Rubisco activation protein CbbQ"
"Gene08525" "RuBisCO operon transcriptional regulator CbbR"
"Gene08526" "Rubredoxin"
"Gene08527" "Rubredoxin-NAD(+) reductase (EC 1.18.1.1)"
"Gene08528" "Rubrerythrin"
"Gene08529" "S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)"
"Gene08530" "S-adenosyl-L-methionine dependent methyltransferase, similar to cyclopropane-fatty-acyl-phospholipid synthase"
"Gene08531" "S-adenosylhomocysteine deaminase (EC 3.5.4.28); Methylthioadenosine deaminase"
"Gene08532" "S-adenosylhomocysteine deaminase (EC 3.5.4.28); Methylthioadenosine deaminase (EC 3.5.4.31)"
"Gene08533" "S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B"
"Gene08534" "S-adenosylmethionine synthetase (EC 2.5.1.6)"
"Gene08535" "S-adenosylmethionine:2-demethylmenaquinone methyltransferase (EC 2.1.-.-)"
"Gene08536" "S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase, BtaA protein"
"Gene08537" "S-adenosylmethionine:diacylgycerolhomoserine-N-methyltransferase, BtaB protein"
"Gene08538" "S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)"
"Gene08539" "S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)"
"Gene08540" "S-formylglutathione hydrolase (EC 3.1.2.12)"
"Gene08541" "S-methyl-5-thioribose-1-phosphate isomerase (EC 5.3.1.23)"
"Gene08542" "Saccharopine dehydrogenase and related proteins"
"Gene08543" "salicylate esterase"
"Gene08544" "Salicylate hydroxylase (EC 1.14.13.1)"
"Gene08545" "Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) @ Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) of siderophore biosynthesis"
"Gene08546" "SAM (and some other nucleotide) binding motif"
"Gene08547" "SAM (And some other nucleotide) binding motif"
"Gene08548" "SAM-dependent methyltransferase"
"Gene08549" "SAM-dependent methyltransferase 2, in cluster with Hydroxyacylglutathione hydrolase"
"Gene08550" "SAM-dependent methyltransferase BA1462 (UbiE paralog)"
"Gene08551" "SAM-dependent methyltransferase PA0798 (UbiE paralog)"
"Gene08552" "SAM-dependent methyltransferase SCO3452 (UbiE paralog)"
"Gene08553" "SAM-dependent methyltransferase YafE (UbiE paralog)"
"Gene08554" "SAM-dependent methyltransferase, BioC-like"
"Gene08555" "SAM-dependent methyltransferase, MidA"
"Gene08556" "SAM-dependent methyltransferases"
"Gene08557" "SanC"
"Gene08558" "Sarcosine dehydrogenase (EC 1.5.8.3)"
"Gene08559" "sarcosine oxidase"
"Gene08560" "Sarcosine oxidase"
"Gene08561" "Sarcosine oxidase (EC 1.5.3.1)"
"Gene08562" "Sarcosine oxidase alpha subunit (EC 1.5.3.1)"
"Gene08563" "Sarcosine oxidase beta subunit (EC 1.5.3.1)"
"Gene08564" "Sarcosine oxidase delta subunit (EC 1.5.3.1)"
"Gene08565" "Sarcosine oxidase gamma subunit (EC 1.5.3.1)"
"Gene08566" "SbmA protein"
"Gene08567" "Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like"
"Gene08568" "SCE2.16, unknown, len: 706aa"
"Gene08569" "SclB protein"
"Gene08570" "Secreted alkaline metalloproteinase (EC 3.4.24.-), PrtA/B/C/G homolog"
"Gene08571" "secreted alkaline phosphatase"
"Gene08572" "Secreted and surface protein containing fasciclin-like repeats"
"Gene08573" "secreted protein"
"Gene08574" "Secreted protein"
"Gene08575" "SECRETION ACTIVATOR PROTEIN"
"Gene08576" "Secretion protein HlyD"
"Gene08577" "Secretion protein HlyD precursor"
"Gene08578" "Secretion protein, HlyD family"
"Gene08579" "Segregation and condensation protein A"
"Gene08580" "Segregation and condensation protein B"
"Gene08581" "Sel1"
"Gene08582" "Sel1 domain protein repeat-containing protein"
"Gene08583" "Selenide,water dikinase (EC 2.7.9.3)"
"Gene08584" "Selenium-binding family protein"
"Gene08585" "Selenium-binding protein SSO2860"
"Gene08586" "Selenocysteine-specific translation elongation factor"
"Gene08587" "Selenophosphate synthetase-related protein MJ0640"
"Gene08588" "Selenophosphate synthetase-related proteins"
"Gene08589" "Selenoprotein O and cysteine-containing homologs"
"Gene08590" "selenoprotein W-related protein"
"Gene08591" "Senescence marker protein-30 (SMP-30)"
"Gene08592" "sensor histidine kinase"
"Gene08593" "Sensor histidine kinase"
"Gene08594" "Sensor histidine kinase ChvG (EC 2.7.3.-)"
"Gene08595" "Sensor histidine kinase in cluster with mercury reductase"
"Gene08596" "Sensor histidine kinase mlr6618"
"Gene08597" "Sensor histidine kinase PrrB (RegB) (EC 2.7.3.-)"
"Gene08598" "Sensor histidine kinase Reut_B5169"
"Gene08599" "sensor histidine kinase with multiple PAS and a response regulator receiver domain"
"Gene08600" "sensor histidine kinase, putative"
"Gene08601" "Sensor histidine kinase/GAF domain hybrid protein (EC 2.7.3.-)"
"Gene08602" "Sensor histidine kinase/response regulator"
"Gene08603" "Sensor protein"
"Gene08604" "Sensor protein (EC 2.7.13.3)"
"Gene08605" "Sensor protein basS/pmrB (EC 2.7.3.-)"
"Gene08606" "Sensor protein fixL (EC 2.7.3.-)"
"Gene08607" "Sensor protein of zinc sigma-54-dependent two-component system"
"Gene08608" "sensor-like histidine kinase"
"Gene08609" "Sensory box histidine kinase"
"Gene08610" "sensory box histidine kinase/response regulator"
"Gene08611" "Sensory box histidine kinase/response regulator"
"Gene08612" "Sensory box protein"
"Gene08613" "sensory box sensor histidine kinase"
"Gene08614" "Sensory box sensor histidine kinase/response regulator"
"Gene08615" "Sensory box sensor histidine kinase/response regulator (EC 2.7.3.-)"
"Gene08616" "sensory box sensor histidine kinase/response regulator( EC:2.7.3.- )"
"Gene08617" "sensory box sigma-54 dependent DNA-binding response regulator"
"Gene08618" "Sensory box sigma-54 dependent DNA-binding response regulator"
"Gene08619" "Sensory box transcriptional regulator, LuxR family"
"Gene08620" "sensory box/GGDEF domain protein"
"Gene08621" "Sensory box/GGDEF family protein"
"Gene08622" "Sensory histidine kinase QseC"
"Gene08623" "Sensory subunit of low CO2-induced protein complex, putative"
"Gene08624" "Septum formation protein Maf"
"Gene08625" "Septum site-determining protein MinC"
"Gene08626" "Septum site-determining protein MinD"
"Gene08627" "Septum-associated rare lipoprotein A"
"Gene08628" "Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase"
"Gene08629" "Ser/Thr protein phosphatase family protein"
"Gene08630" "Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog"
"Gene08631" "Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) homolog"
"Gene08632" "Serine acetyltransferase (EC 2.3.1.30)"
"Gene08633" "serine alkaline protease (subtilisin E)"
"Gene08634" "serine esterase, putative"
"Gene08635" "Serine hydroxymethyltransferase (EC 2.1.2.1)"
"Gene08636" "Serine hydroxymethyltransferase (tetrahydromethanopterin-dependent)"
"Gene08637" "Serine peptidase"
"Gene08638" "Serine phosphatase RsbU, regulator of sigma subunit"
"Gene08639" "Serine protease"
"Gene08640" "Serine protease precursor MucD/AlgY associated with sigma factor RpoE"
"Gene08641" "serine protease, subtilase family"
"Gene08642" "Serine racemase (EC 5.1.1.18) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17) @ D-serine ammonia-lyase (EC 4.3.1.18)"
"Gene08643" "Serine recombinase, PinQ/PinR-type"
"Gene08644" "Serine--glyoxylate aminotransferase (EC 2.6.1.45)"
"Gene08645" "Serine--pyruvate aminotransferase (EC 2.6.1.51) / L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)"
"Gene08646" "Serine/threonine kinase"
"Gene08647" "Serine/threonine phosphatase PPP (EC 3.1.3.16)"
"Gene08648" "serine/threonine protein kinase"
"Gene08649" "Serine/threonine protein kinase"
"Gene08650" "Serine/threonine protein kinase PrkC, regulator of stationary phase"
"Gene08651" "serine/threonine protein kinase with TPR repeats"
"Gene08652" "serine/threonine protein phosphatase"
"Gene08653" "Serine/threonine protein phosphatase (EC 3.1.3.16)"
"Gene08654" "Serralysin-like metalloprotease"
"Gene08655" "Seryl-tRNA synthetase (EC 6.1.1.11)"
"Gene08656" "Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)"
"Gene08657" "Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)"
"Gene08658" "Shikimate kinase I (EC 2.7.1.71)"
"Gene08659" "Shikimate kinase I (EC 2.7.1.71) / 3-dehydroquinate synthase (EC 4.2.3.4)"
"Gene08660" "short chain dehydrogenase"
"Gene08661" "Short chain dehydrogenase"
"Gene08662" "Short chain dehydrogenase family protein"
"Gene08663" "short chain dehydrogenase( EC:1.- )"
"Gene08664" "Short chain fatty acids transporter"
"Gene08665" "Short chain oxidoreductase"
"Gene08666" "Short-chain dehydrodenase (gene dltE)"
"Gene08667" "Short-chain dehydrogenase"
"Gene08668" "Short-chain dehydrogenase, associated with 2-hydroxychromene-2-carboxylate isomerase family protein"
"Gene08669" "Short-chain dehydrogenase/oxidoreductase"
"Gene08670" "Short-chain dehydrogenase/reductase homolog YusRS"
"Gene08671" "short-chain dehydrogenase/reductase SDR"
"Gene08672" "Short-chain dehydrogenase/reductase SDR"
"Gene08673" "Short-chain dehydrogenase/reductase SDR?"
"Gene08674" "Short-chain dehydrogenases of various substrate specificities"
"Gene08675" "Short-chain fatty acids transporter"
"Gene08676" "Short-chain-fatty-acid--CoA ligase"
"Gene08677" "Shufflon-specific DNA recombinase"
"Gene08678" "Sialic acid transporter (permease) NanT"
"Gene08679" "Sialic acid utilization regulator, RpiR family"
"Gene08680" "Siderophore biosynthesis non-ribosomal peptide synthetase modules"
"Gene08681" "Siderophore biosynthesis protein"
"Gene08682" "Siderophore staphylobactin biosynthesis protein SbnB, cyclodeaminase"
"Gene08683" "Siderophore staphylobactin biosynthesis protein SbnC @ Siderophore synthetase superfamily, group B"
"Gene08684" "Siderophore staphylobactin biosynthesis protein SbnG"
"Gene08685" "Siderophore synthetase small component, acetyltransferase"
"Gene08686" "siderophore-interacting protein"
"Gene08687" "Sigma factor PvdS, controling pyoverdin biosynthesis"
"Gene08688" "Sigma-54 dependent response regulator"
"Gene08689" "Sigma-54-dependent transcriptional activator"
"Gene08690" "sigma-54-dependent transcriptional regulator"
"Gene08691" "Sigma-70 factor FpvI (ECF subfamily), controling pyoverdin biosynthesis"
"Gene08692" "Signal peptidase I (EC 3.4.21.89)"
"Gene08693" "Signal peptide peptidase A (SppA), a serine protease"
"Gene08694" "Signal recognition particle GTPase"
"Gene08695" "Signal recognition particle protein Ffh"
"Gene08696" "Signal recognition particle receptor FtsY"
"Gene08697" "Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)"
"Gene08698" "Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)"
"Gene08699" "signal transduction histidine kinase"
"Gene08700" "Signal transduction histidine kinase"
"Gene08701" "Signal transduction histidine kinase CheA"
"Gene08702" "Signal transduction histidine kinase CheA (EC 2.7.3.-)"
"Gene08703" "Signal transduction histidine kinase CheA / CheY-like domain"
"Gene08704" "Signal transduction histidine kinase regulating C4-dicarboxylate transport system"
"Gene08705" "Signal transduction histidine kinase regulating C4-dicarboxylate transport system (EC 2.7.13.3)"
"Gene08706" "Signal transduction response regulator"
"Gene08707" "Signal transduction response regulator / Tetratricopeptide repeat-containing protein"
"Gene08708" "similar to 2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1 4-benzoquinol methylase"
"Gene08709" "similar to Capsular polysaccharide biosynthesis protein"
"Gene08710" "Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)"
"Gene08711" "Similar to citrate lyase beta chain, 3"
"Gene08712" "Similar to citrate lyase beta chain, 8"
"Gene08713" "Similar to citrate lyase beta subunit"
"Gene08714" "similar to Citrate synthase"
"Gene08715" "similar to Coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductase"
"Gene08716" "similar to D-proline reductase, 26 kDa subunit"
"Gene08717" "Similar to ethanolamine ammonia-lyase"
"Gene08718" "Similar to F420-dependent glucose-6-phosphate dehydrogenase, Mext_1273 family"
"Gene08719" "similar to Fe-S oxidoreductases"
